RolePrivileges
type,data-set,entityid,permission,role
RolePrivilege,0,default_data:990,prodcontview,commissions_admin
RolePrivilege,0,default_data:991,prodcontview,finance_clerical
RolePrivilege,0,default_data:992,prodcontview,finance_manager
RolePrivilege,0,default_data:993,prodcontview,general_admin
RolePrivilege,0,default_data:994,prodcontview,plan_admin
RolePrivilege,0,default_data:995,prodcontview,rule_admin
RolePrivilege,0,default_data:996,prodcontview,superuser
RolePrivilege,0,default_data:997,prodcontview,underwriter
RolePrivilege,0,default_data:998,prodcontview,user_admin
RolePrivilege,0,default_data:999,prodcreate,general_admin
RolePrivilege,0,default_data:1000,prodcreate,superuser
RolePrivilege,0,default_data:1001,proddbstmtresend,billing_clerical
RolePrivilege,0,default_data:1002,proddbstmtresend,billing_manager
RolePrivilege,0,default_data:1003,proddbstmtresend,general_admin
RolePrivilege,0,default_data:1004,proddbstmtresend,superuser
RolePrivilege,0,default_data:1005,proddbstmtresend,underwriter
RolePrivilege,0,default_data:1006,proddbstmtview,billing_clerical
RolePrivilege,0,default_data:1007,proddbstmtview,billing_manager
RolePrivilege,0,default_data:1008,proddbstmtview,commissions_admin
RolePrivilege,0,default_data:1009,proddbstmtview,finance_clerical
RolePrivilege,0,default_data:1010,proddbstmtview,finance_manager
RolePrivilege,0,default_data:1011,proddbstmtview,general_admin
RolePrivilege,0,default_data:1012,proddbstmtview,plan_admin
RolePrivilege,0,default_data:1013,proddbstmtview,rule_admin
RolePrivilege,0,default_data:1014,proddbstmtview,superuser
RolePrivilege,0,default_data:1015,proddbstmtview,underwriter
RolePrivilege,0,default_data:1016,proddbstmtview,user_admin
RolePrivilege,0,default_data:1017,proddbtxnview,billing_clerical
RolePrivilege,0,default_data:1018,proddbtxnview,billing_manager
RolePrivilege,0,default_data:1019,proddbtxnview,commissions_admin
RolePrivilege,0,default_data:1020,proddbtxnview,finance_clerical
RolePrivilege,0,default_data:1021,proddbtxnview,finance_manager
RolePrivilege,0,default_data:1022,proddbtxnview,general_admin
RolePrivilege,0,default_data:1023,proddbtxnview,plan_admin
RolePrivilege,0,default_data:1024,proddbtxnview,rule_admin
RolePrivilege,0,default_data:1025,proddbtxnview,superuser
RolePrivilege,0,default_data:1026,proddbtxnview,underwriter
RolePrivilege,0,default_data:1027,proddbtxnview,user_admin
RolePrivilege,0,default_data:1028,proddetedit,billing_clerical
RolePrivilege,0,default_data:1029,proddetedit,billing_manager
RolePrivilege,0,default_data:1030,proddetedit,general_admin
RolePrivilege,0,default_data:1031,proddetedit,superuser
RolePrivilege,0,default_data:1032,proddocview,billing_clerical
RolePrivilege,0,default_data:1033,proddocview,billing_manager
RolePrivilege,0,default_data:1034,proddocview,commissions_admin
RolePrivilege,0,default_data:1035,proddocview,finance_clerical
RolePrivilege,0,default_data:1036,proddocview,finance_manager
RolePrivilege,0,default_data:1037,proddocview,general_admin
RolePrivilege,0,default_data:1038,proddocview,plan_admin
RolePrivilege,0,default_data:1039,proddocview,rule_admin
RolePrivilege,0,default_data:1040,proddocview,superuser
RolePrivilege,0,default_data:1041,proddocview,underwriter
RolePrivilege,0,default_data:1042,proddocview,user_admin
RolePrivilege,0,default_data:1043,prodhistview,billing_clerical
RolePrivilege,0,default_data:1044,prodhistview,billing_manager
RolePrivilege,0,default_data:1045,prodhistview,commissions_admin
RolePrivilege,0,default_data:1046,prodhistview,finance_clerical
RolePrivilege,0,default_data:1047,prodhistview,finance_manager
RolePrivilege,0,default_data:1048,prodhistview,general_admin
RolePrivilege,0,default_data:1049,prodhistview,plan_admin
RolePrivilege,0,default_data:1050,prodhistview,rule_admin
RolePrivilege,0,default_data:1051,prodhistview,superuser
RolePrivilege,0,default_data:1052,prodhistview,underwriter
RolePrivilege,0,default_data:1053,prodhistview,user_admin
RolePrivilege,0,default_data:1054,prodignoresecurityzone,superuser
RolePrivilege,0,default_data:1055,prodjournalview,commissions_admin
RolePrivilege,0,default_data:1056,prodjournalview,general_admin
RolePrivilege,0,default_data:1057,prodjournalview,plan_admin
RolePrivilege,0,default_data:1058,prodjournalview,rule_admin
RolePrivilege,0,default_data:1059,prodjournalview,superuser
RolePrivilege,0,default_data:1060,prodjournalview,user_admin
RolePrivilege,0,default_data:1061,prodledgerview,commissions_admin
RolePrivilege,0,default_data:1062,prodledgerview,general_admin
RolePrivilege,0,default_data:1063,prodledgerview,plan_admin
RolePrivilege,0,default_data:1064,prodledgerview,rule_admin
RolePrivilege,0,default_data:1065,prodledgerview,superuser
RolePrivilege,0,default_data:1066,prodledgerview,user_admin
RolePrivilege,0,default_data:1067,prodnoteview,billing_clerical
RolePrivilege,0,default_data:1068,prodnoteview,billing_manager
RolePrivilege,0,default_data:1069,prodnoteview,commissions_admin
RolePrivilege,0,default_data:1070,prodnoteview,finance_clerical
RolePrivilege,0,default_data:1071,prodnoteview,finance_manager
RolePrivilege,0,default_data:1072,prodnoteview,general_admin
RolePrivilege,0,default_data:1073,prodnoteview,plan_admin
RolePrivilege,0,default_data:1074,prodnoteview,rule_admin
RolePrivilege,0,default_data:1075,prodnoteview,superuser
RolePrivilege,0,default_data:1076,prodnoteview,underwriter
RolePrivilege,0,default_data:1077,prodnoteview,user_admin
RolePrivilege,0,default_data:1078,prodplcyview,billing_clerical
RolePrivilege,0,default_data:1079,prodplcyview,billing_manager
RolePrivilege,0,default_data:1080,prodplcyview,commissions_admin
RolePrivilege,0,default_data:1081,prodplcyview,finance_clerical
RolePrivilege,0,default_data:1082,prodplcyview,finance_manager
RolePrivilege,0,default_data:1083,prodplcyview,general_admin
RolePrivilege,0,default_data:1084,prodplcyview,plan_admin
RolePrivilege,0,default_data:1085,prodplcyview,rule_admin
RolePrivilege,0,default_data:1086,prodplcyview,superuser
RolePrivilege,0,default_data:1087,prodplcyview,underwriter
RolePrivilege,0,default_data:1088,prodplcyview,user_admin
RolePrivilege,0,default_data:1089,prodpmntadvman,billing_manager
RolePrivilege,0,default_data:1090,prodpmntadvman,commissions_admin
RolePrivilege,0,default_data:1091,prodpmntadvman,general_admin
RolePrivilege,0,default_data:1092,prodpmntadvman,superuser
RolePrivilege,0,default_data:1093,prodpmntbonusman,billing_manager
RolePrivilege,0,default_data:1094,prodpmntbonusman,commissions_admin
RolePrivilege,0,default_data:1095,prodpmntbonusman,general_admin
RolePrivilege,0,default_data:1096,prodpmntbonusman,superuser
RolePrivilege,0,default_data:1097,prodpmntstndman,billing_clerical
RolePrivilege,0,default_data:1098,prodpmntstndman,billing_manager
RolePrivilege,0,default_data:1099,prodpmntstndman,commissions_admin
RolePrivilege,0,default_data:1100,prodpmntstndman,general_admin
RolePrivilege,0,default_data:1101,prodpmntstndman,superuser
RolePrivilege,0,default_data:1102,prodpmntstndman,underwriter
RolePrivilege,0,default_data:1103,prodpmntview,billing_clerical
RolePrivilege,0,default_data:1104,prodpmntview,billing_manager
RolePrivilege,0,default_data:1105,prodpmntview,commissions_admin
RolePrivilege,0,default_data:1106,prodpmntview,finance_clerical
RolePrivilege,0,default_data:1107,prodpmntview,finance_manager
RolePrivilege,0,default_data:1108,prodpmntview,general_admin
RolePrivilege,0,default_data:1109,prodpmntview,plan_admin
RolePrivilege,0,default_data:1110,prodpmntview,rule_admin
RolePrivilege,0,default_data:1111,prodpmntview,superuser
RolePrivilege,0,default_data:1112,prodpmntview,underwriter
RolePrivilege,0,default_data:1113,prodpmntview,user_admin
RolePrivilege,0,default_data:1114,prodsearch,billing_clerical
RolePrivilege,0,default_data:1115,prodsearch,billing_manager
RolePrivilege,0,default_data:1116,prodsearch,commissions_admin
RolePrivilege,0,default_data:1117,prodsearch,finance_clerical
RolePrivilege,0,default_data:1118,prodsearch,finance_manager
RolePrivilege,0,default_data:1119,prodsearch,general_admin
RolePrivilege,0,default_data:1120,prodsearch,superuser
RolePrivilege,0,default_data:1121,prodsearch,underwriter
RolePrivilege,0,default_data:1122,prodsummview,billing_clerical
RolePrivilege,0,default_data:1123,prodsummview,billing_manager
RolePrivilege,0,default_data:1124,prodsummview,commissions_admin
RolePrivilege,0,default_data:1125,prodsummview,finance_clerical
RolePrivilege,0,default_data:1126,prodsummview,finance_manager
RolePrivilege,0,default_data:1127,prodsummview,general_admin
RolePrivilege,0,default_data:1128,prodsummview,plan_admin
RolePrivilege,0,default_data:1129,prodsummview,rule_admin
RolePrivilege,0,default_data:1130,prodsummview,superuser
RolePrivilege,0,default_data:1131,prodsummview,underwriter
RolePrivilege,0,default_data:1132,prodsummview,user_admin
RolePrivilege,0,default_data:1133,prodtabview,billing_clerical
RolePrivilege,0,default_data:1134,prodtabview,billing_manager
RolePrivilege,0,default_data:1135,prodtabview,commissions_admin
RolePrivilege,0,default_data:1136,prodtabview,finance_clerical
RolePrivilege,0,default_data:1137,prodtabview,finance_manager
RolePrivilege,0,default_data:1138,prodtabview,general_admin
RolePrivilege,0,default_data:1139,prodtabview,superuser
RolePrivilege,0,default_data:1140,prodtabview,underwriter
RolePrivilege,0,default_data:1141,prodtieredit,billing_manager
RolePrivilege,0,default_data:1142,prodtieredit,general_admin
RolePrivilege,0,default_data:1143,prodtieredit,superuser
RolePrivilege,0,default_data:1144,prodtieredit,underwriter
RolePrivilege,0,default_data:1145,prodttktview,billing_clerical
RolePrivilege,0,default_data:1146,prodttktview,billing_manager
RolePrivilege,0,default_data:1147,prodttktview,commissions_admin
RolePrivilege,0,default_data:1148,prodttktview,finance_clerical
RolePrivilege,0,default_data:1149,prodttktview,finance_manager
RolePrivilege,0,default_data:1150,prodttktview,general_admin
RolePrivilege,0,default_data:1151,prodttktview,plan_admin
RolePrivilege,0,default_data:1152,prodttktview,rule_admin
RolePrivilege,0,default_data:1153,prodttktview,superuser
RolePrivilege,0,default_data:1154,prodttktview,underwriter
RolePrivilege,0,default_data:1155,prodttktview,user_admin
RolePrivilege,0,default_data:1158,reporting_view,billing_manager
RolePrivilege,0,default_data:1159,reporting_view,finance_manager
RolePrivilege,0,default_data:1161,reporting_view,superuser
RolePrivilege,0,default_data:1162,revtxn,billing_manager
RolePrivilege,0,default_data:1163,revtxn,general_admin
RolePrivilege,0,default_data:1164,revtxn,superuser
RolePrivilege,0,default_data:1165,rolemanage,general_admin
RolePrivilege,0,default_data:1166,rolemanage,superuser
RolePrivilege,0,default_data:1167,rolemanage,user_admin
RolePrivilege,0,default_data:1168,roleview,general_admin
RolePrivilege,0,default_data:1169,roleview,superuser
RolePrivilege,0,default_data:1170,roleview,user_admin
RolePrivilege,0,default_data:1171,ruleadmin,general_admin
RolePrivilege,0,default_data:1172,ruleadmin,rule_admin
RolePrivilege,0,default_data:1173,ruleadmin,superuser
RolePrivilege,0,default_data:1174,scrprmmanage,general_admin
RolePrivilege,0,default_data:1175,scrprmmanage,rule_admin
RolePrivilege,0,default_data:1176,scrprmmanage,superuser
RolePrivilege,0,default_data:1177,scrprmview,general_admin
RolePrivilege,0,default_data:1178,scrprmview,rule_admin
RolePrivilege,0,default_data:1179,scrprmview,superuser
RolePrivilege,0,default_data:1180,seczonemanage,general_admin
RolePrivilege,0,default_data:1181,seczonemanage,superuser
RolePrivilege,0,default_data:1182,seczonemanage,user_admin
RolePrivilege,0,default_data:1183,sharedactcreate,billing_clerical
RolePrivilege,0,default_data:1184,sharedactcreate,billing_manager
RolePrivilege,0,default_data:1185,sharedactcreate,finance_clerical
RolePrivilege,0,default_data:1186,sharedactcreate,finance_manager
RolePrivilege,0,default_data:1187,sharedactcreate,general_admin
RolePrivilege,0,default_data:1188,sharedactcreate,superuser
RolePrivilege,0,default_data:1189,sharedactedit,billing_clerical
RolePrivilege,0,default_data:1190,sharedactedit,billing_manager
RolePrivilege,0,default_data:1191,sharedactedit,finance_clerical
RolePrivilege,0,default_data:1192,sharedactedit,finance_manager
RolePrivilege,0,default_data:1193,sharedactedit,general_admin
RolePrivilege,0,default_data:1194,sharedactedit,superuser
RolePrivilege,0,default_data:1195,sharedactview,billing_clerical
RolePrivilege,0,default_data:1196,sharedactview,billing_manager
RolePrivilege,0,default_data:1197,sharedactview,finance_clerical
RolePrivilege,0,default_data:1198,sharedactview,finance_manager
RolePrivilege,0,default_data:1199,sharedactview,general_admin
RolePrivilege,0,default_data:1200,sharedactview,superuser
RolePrivilege,0,default_data:1201,soapadmin,general_admin
RolePrivilege,0,default_data:1202,soapadmin,superuser
RolePrivilege,0,default_data:1203,subrtxn,billing_clerical
RolePrivilege,0,default_data:1204,subrtxn,billing_manager
RolePrivilege,0,default_data:1205,subrtxn,finance_manager
RolePrivilege,0,default_data:1206,subrtxn,general_admin
RolePrivilege,0,default_data:1207,subrtxn,superuser
RolePrivilege,0,default_data:1208,susppmntedit,billing_clerical
RolePrivilege,0,default_data:1209,susppmntedit,billing_manager
RolePrivilege,0,default_data:1210,susppmntedit,general_admin
RolePrivilege,0,default_data:1211,susppmntedit,superuser
RolePrivilege,0,default_data:1212,susppmntedit,underwriter
RolePrivilege,0,default_data:1213,susppmntproc,billing_clerical
RolePrivilege,0,default_data:1214,susppmntproc,billing_manager
RolePrivilege,0,default_data:1215,susppmntproc,general_admin
RolePrivilege,0,default_data:1216,susppmntproc,superuser
RolePrivilege,0,default_data:1217,susppmntproc,underwriter
RolePrivilege,0,default_data:1218,susppmntview,billing_clerical
RolePrivilege,0,default_data:1219,susppmntview,billing_manager
RolePrivilege,0,default_data:1220,susppmntview,general_admin
RolePrivilege,0,default_data:1221,susppmntview,superuser
RolePrivilege,0,default_data:1222,susppmntview,underwriter
RolePrivilege,1,default_data:1223,transferreversal,billing_manager
RolePrivilege,2,default_data:1224,transferreversal,finance_manager
RolePrivilege,0,default_data:1225,transferreversal,general_admin
RolePrivilege,0,default_data:1226,transferreversal,superuser
RolePrivilege,0,default_data:1227,ttktassignany,billing_manager
RolePrivilege,0,default_data:1228,ttktassignany,finance_manager
RolePrivilege,0,default_data:1229,ttktassignany,general_admin
RolePrivilege,0,default_data:1230,ttktassignany,superuser
RolePrivilege,0,default_data:1231,ttktassignown,billing_manager
RolePrivilege,0,default_data:1232,ttktassignown,finance_manager
RolePrivilege,0,default_data:1233,ttktassignown,general_admin
RolePrivilege,0,default_data:1234,ttktassignown,superuser
RolePrivilege,0,default_data:1235,ttktcreate,billing_clerical
RolePrivilege,0,default_data:1236,ttktcreate,billing_manager
RolePrivilege,0,default_data:1237,ttktcreate,finance_clerical
RolePrivilege,0,default_data:1238,ttktcreate,finance_manager
RolePrivilege,0,default_data:1239,ttktcreate,general_admin
RolePrivilege,0,default_data:1240,ttktcreate,superuser
RolePrivilege,0,default_data:1241,ttktown,billing_clerical
RolePrivilege,0,default_data:1242,ttktown,billing_manager
RolePrivilege,0,default_data:1243,ttktown,finance_clerical
RolePrivilege,0,default_data:1244,ttktown,finance_manager
RolePrivilege,0,default_data:1245,ttktown,general_admin
RolePrivilege,0,default_data:1246,ttktown,superuser
RolePrivilege,0,default_data:1247,ttktsearch,billing_manager
RolePrivilege,0,default_data:1248,ttktsearch,finance_manager
RolePrivilege,0,default_data:1249,ttktsearch,general_admin
RolePrivilege,0,default_data:1250,ttktsearch,superuser
RolePrivilege,0,default_data:1251,txnsearch,billing_clerical
RolePrivilege,0,default_data:1252,txnsearch,billing_manager
RolePrivilege,0,default_data:1253,txnsearch,commissions_admin
RolePrivilege,0,default_data:1254,txnsearch,finance_clerical
RolePrivilege,0,default_data:1255,txnsearch,finance_manager
RolePrivilege,0,default_data:1256,txnsearch,general_admin
RolePrivilege,0,default_data:1257,txnsearch,superuser
RolePrivilege,0,default_data:1258,txnsearch,underwriter
RolePrivilege,0,default_data:1259,useradmin,general_admin
RolePrivilege,0,default_data:1260,useradmin,superuser
RolePrivilege,0,default_data:1261,useradmin,user_admin
RolePrivilege,0,default_data:1262,usercreate,general_admin,,
RolePrivilege,0,default_data:1263,usercreate,superuser,,
RolePrivilege,0,default_data:1264,usercreate,user_admin,,
RolePrivilege,0,default_data:1265,userdelete,general_admin,,
RolePrivilege,0,default_data:1266,userdelete,superuser,,
RolePrivilege,0,default_data:1267,userdelete,user_admin,,
RolePrivilege,0,default_data:1268,useredit,general_admin,,
RolePrivilege,0,default_data:1269,useredit,superuser
RolePrivilege,0,default_data:1270,useredit,user_admin
RolePrivilege,0,default_data:1271,usereditlang,agbl_cashier
RolePrivilege,0,default_data:1272,usereditlang,billing_clerical
RolePrivilege,0,default_data:1273,usereditlang,billing_manager
RolePrivilege,0,default_data:1274,usereditlang,commissions_admin
RolePrivilege,0,default_data:1275,usereditlang,finance_clerical
RolePrivilege,0,default_data:1276,usereditlang,finance_manager
RolePrivilege,0,default_data:1277,usereditlang,general_admin
RolePrivilege,0,default_data:1278,usereditlang,plan_admin
RolePrivilege,0,default_data:1280,usereditlang,rule_admin
RolePrivilege,0,default_data:1281,usereditlang,superuser
RolePrivilege,0,default_data:1282,usereditlang,underwriter,,
RolePrivilege,0,default_data:1283,usereditlang,user_admin,,
RolePrivilege,0,default_data:1284,usergrantauth,general_admin,,
RolePrivilege,0,default_data:1285,usergrantauth,plan_admin,,
RolePrivilege,0,default_data:1286,usergrantauth,superuser
RolePrivilege,0,default_data:1287,usergrantroles,general_admin
RolePrivilege,0,default_data:1288,usergrantroles,superuser
RolePrivilege,0,default_data:1289,usergrantroles,user_admin
RolePrivilege,0,default_data:1290,usersearch,billing_manager
RolePrivilege,0,default_data:1291,usersearch,finance_manager
RolePrivilege,0,default_data:1292,usersearch,general_admin
RolePrivilege,0,default_data:1293,usersearch,superuser
RolePrivilege,0,default_data:1294,usersearch,user_admin
RolePrivilege,0,default_data:1295,userview,general_admin
RolePrivilege,0,default_data:1296,userview,superuser
RolePrivilege,0,default_data:1297,userview,user_admin
RolePrivilege,0,default_data:1298,viewdesktop,billing_clerical
RolePrivilege,0,default_data:1299,viewdesktop,billing_manager
RolePrivilege,0,default_data:1300,viewdesktop,commissions_admin
RolePrivilege,0,default_data:1301,viewdesktop,finance_clerical
RolePrivilege,0,default_data:1302,viewdesktop,finance_manager
RolePrivilege,0,default_data:1303,viewdesktop,general_admin
RolePrivilege,0,default_data:1304,viewdesktop,plan_admin
RolePrivilege,0,default_data:1305,viewdesktop,rule_admin
RolePrivilege,0,default_data:1306,viewdesktop,superuser
RolePrivilege,0,default_data:1307,viewdesktop,underwriter
RolePrivilege,0,default_data:1308,viewdesktop,user_admin
RolePrivilege,0,default_data:1309,viewsearch,billing_clerical
RolePrivilege,0,default_data:1310,viewsearch,billing_manager
RolePrivilege,0,default_data:1311,viewsearch,finance_clerical
RolePrivilege,0,default_data:1312,viewsearch,finance_manager
RolePrivilege,0,default_data:1313,viewsearch,general_admin
RolePrivilege,0,default_data:1314,viewsearch,superuser
RolePrivilege,0,default_data:1315,viewsearch,underwriter
RolePrivilege,0,default_data:1316,workflowview,general_admin
RolePrivilege,0,default_data:1317,workflowview,superuser
RolePrivilege,0,default_data:1318,prodrevcashtopayablexfer,billing_manager
RolePrivilege,0,default_data:1319,prodrevcashtopayablexfer,finance_manager
RolePrivilege,0,default_data:1320,prodrevpayablexfer,billing_manager
RolePrivilege,0,default_data:1321,prodrevpayablexfer,finance_manager
RolePrivilege,0,default_data:1322,invcstrmedit,billing_manager
RolePrivilege,0,default_data:1323,invcstrmedit,general_admin
RolePrivilege,0,default_data:1324,invcstrmedit,superuser
RolePrivilege,0,default_data:1325,prodwriteoffsview,superuser
RolePrivilege,0,default_data:1326,prodwriteoffsview,general_admin
RolePrivilege,0,default_data:1327,prodwriteoffsedit,superuser
RolePrivilege,0,default_data:1328,prodwriteoffsedit,general_admin
RolePrivilege,0,default_data:1329,prodsuspitemsview,superuser
RolePrivilege,0,default_data:1330,prodsuspitemsview,general_admin
RolePrivilege,0,default_data:1331,prodsuspitemsedit,superuser
RolePrivilege,0,default_data:1332,prodsuspitemsedit,general_admin
RolePrivilege,0,default_data:1333,prodpromview,superuser
RolePrivilege,0,default_data:1334,prodpromview,general_admin
RolePrivilege,0,default_data:1335,prodpromedit,superuser
RolePrivilege,0,default_data:1336,prodpromedit,general_admin
RolePrivilege,0,default_data:1337,prodpmntedit,superuser
RolePrivilege,0,default_data:1338,prodpmntedit,general_admin
RolePrivilege,0,default_data:1339,admindatachangeview,superuser
RolePrivilege,0,default_data:1340,wsdatachangeedit,superuser
RolePrivilege,0,default_data:1341,admindatachangeexec,superuser
RolePrivilege,0,default_data:1342,payallocplancreate,general_admin
RolePrivilege,0,default_data:1343,payallocplancreate,plan_admin
RolePrivilege,0,default_data:1344,payallocplancreate,superuser
RolePrivilege,0,default_data:1345,payallocplanedit,general_admin
RolePrivilege,0,default_data:1346,payallocplanedit,plan_admin
RolePrivilege,0,default_data:1347,payallocplanedit,superuser
RolePrivilege,0,default_data:1348,payallocplanview,billing_clerical
RolePrivilege,0,default_data:1349,payallocplanview,billing_manager
RolePrivilege,0,default_data:1350,payallocplanview,commissions_admin
RolePrivilege,0,default_data:1351,payallocplanview,finance_manager
RolePrivilege,0,default_data:1352,payallocplanview,general_admin
RolePrivilege,0,default_data:1353,payallocplanview,plan_admin
RolePrivilege,0,default_data:1354,payallocplanview,superuser
RolePrivilege,0,default_data:1355,payallocplanview,underwriter
